registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,microchip name,first usage countries,first usage date,right holder on first usage date,expiration date,registration publish date,registration publish number,actual,publication URL
2014630144,20141124,2014630093,20141002,"Кунина Татьяна Васильевна (BY)
Зайцев Виктор Сергеевич (BY)
Тихомиров Сергей Николаевич (BY)",3,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ»,,IZ2803F «Микросхема интегральная для систем идентификации и электронных ключей с возможностью программирования пользователем по радиоканалу»,нет,,нет,,20141220,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630144
2014630145,20141124,2014630094,20141002,"Горбач Александр Николаевич (BY)
Чернышев Валерий Михайлович (BY)
Усталов Александр Владимирович (BY)",3,Открытое акционерное общество «ИНТЕГРАЛ» - управляющая компания холдинга «ИНТЕГРАЛ»,,"КМОП микросхема 1467УД3У маломощного малогабаритного операционного усилителя, устойчивая к СВВФ",нет,,нет,,20141220,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630145
2014630146,20141125,2014630091,20141003,"Кузнецов Петр Александрович (RU)
Хромов Сергей Сергеевич (RU)
Мощев Иван Сергеевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",нет,Микросхема усовершенствованного охлаждаемого многорядного КМОП мультиплексора формата 1024x10 с временной задержкой накопления,нет,,нет,,,,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630146
2014630147,20141125,2014630092,20141003,"Бочаров Юрий Иванович (RU)
Бутузов Владимир Алексеевич (RU)
Симаков Андрей Борисович (RU)",3,Общество с ограниченной ответственностью «МИФИ-МИКРО»,,Многоканальный АЦП обработки сигналов интеллектуальных датчиков,нет,,нет,,20141220,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630147
2014630148,20141128,2014630095,20141008,"Левина Любовь Николаевна (RU)
Бобков Валерий Георгиевич (RU)
Свищева Юлия Андреевна (RU)
Илюшкин Антон Юрьевич (RU)
Волков Тимур Равилевич (RU)
Кравчук Александр Николаевич (RU)
Леонов Павел Васильевич (RU)
Однолько Александр Борисович (RU)",8,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,Топология радиационно-стойкого постоянного запоминающего устройства (ПЗУ) для конфигурирования ПЛИС,,,нет,,20141220,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630148
2014630149,20141211,2014630107,20141024,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Мельничук Станислав Андреевич (RU)
Дроздов Дмитрий Геннадьевич (RU)
Дрозденко Евгений Сергеевич (RU)",5,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",нет,«Умножитель частоты С-диапазона А4559»,нет,,нет,,20150120,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630149
2014630150,20141211,2014630103,20141024,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Першин Александр Дмитриевич (RU)
Пронин Андрей Анатольевич (RU)
Фондеркин Кирилл Ильич (RU)",5,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Усилитель Р-диапазона Α4555»,нет,,нет,,20150120,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630150
2014630151,20141215,2014630112,20141027,"Гурин Сергей Александрович (RU)
Мишанин Александр Евгеньевич (RU)
Вергазов Ильяс Рашитович (RU)
Петрин Владимир Алексеевич (RU)",4,Акционерное общество «Научно-исследовательский институт физических измерений» (RU),,Блок подгоночных резисторов-2,нет,,нет,,20150120,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630151
2014630152,20141215,2014630113,20141027,Баринов Илья Николаевич (RU),1,"Российская Федерация, от имени которой выступает Государственная корпорация по космической деятельности «Роскосмос» (RU)
Акционерное общество «Научно-исследовательский институт физических измерений» (RU)",,Первичный преобразователь давления - 12,нет,,нет,,20150120,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630152
2014630153,20141215,2014630114,20141027,"Баринов Илья Николаевич (RU)
Евдокимов Сергей Павлович (RU)
Гурин Сергей Александрович (RU)",3,"Российская Федерация, от имени которой выступает Государственная корпорация по космической деятельности «Роскосмос» (RU)
Акционерное общество «Научно-исследовательский институт физических измерений» (RU)",,Первичный преобразователь давления - 11,нет,,нет,,20150120,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630153
2014630154,20141216,2014630115,20141030,"Хакуашев Павел Евгеньевич (RU)
Чинарева Инна Викторовна (RU)",2,Открытое акционерное общество «НПО «Орион»,,Кристалл фотодиода на основе гетероэпитаксиальной структуры InGaAs/InP,нет,,нет,,20150120,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630154
2014630155,20141219,2014630111,20141024,"Федоров Юрий Владимирович (RU)
Гнатюк Дмитрий Леонидович (RU)
Зуев Алексей Вячеславович (RU)
Галиев Ринат Радифович (RU)",4,Федеральное государственное бюджетное учреждение науки Институт сверхвысокочастотной полупроводниковой электроники Российской академии наук (ИСВЧПЭ РАН),,Двухкаскадный малошумящий усилитель W-диапазона,,,нет,,20150120,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2014630155
2015630001,20150112,2014630116,20141110,"Малашевич Наталья Иосифовна (RU)
Маристова Антонина Михайловна (RU)",2,федеральное государственное бюджетное научное учреждение «Научно-производственный комплекс «Технологический центр» (RU),,"Топология базовой ячейки оперативно-запоминающего устройства на объемном кремнии с технологическими нормами 0,18 мкм",,,,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630001
2015630002,20150112,2014630117,20141110,"Малашевич Наталья Иосифовна (RU)
Басаева Татьяна Сергеевна (RU)",2,федеральное государственное бюджетное научное учреждение «Научно-производственный комплекс «Технологический центр» (RU),,"Топология базовой ячейки оперативно-запоминающего устройства на структурах «кремния на изоляторе» с технологическими нормами 0,24 мкм",,,,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630002
2015630003,20150112,2014630119,20141110,"Коняхин Валерий Вячеславович (RU)
Малашевич Наталья Иосифовна (RU)
Павлинов Сергей Анатольевич (RU)",3,федеральное государственное бюджетное научное учреждение «Научно-производственный комплекс «Технологический центр» (RU),,"Топология тестового кристалла с блоком памяти объемом 4Кх8 на структурах «кремния на изоляторе» с технологическими нормами 0,24 мкм",нет,,,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630003
2015630004,20150112,2014630118,20141110,"Малашевич Наталья Иосифовна (RU)
Павлинов Сергей Анатольевич (RU)",2,федеральное государственное бюджетное научное учреждение «Научно-производственный комплекс «Технологический центр» (RU),,"Топология блока памяти оперативно-запоминающего устройства на структурах «кремния на изоляторе» с технологическими нормами 0,24 мкм",нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630004
2015630005,20150112,2014630077,20140815,"Волков Игорь Владимирович (RU)
Малютина Анна Сергеевна (RU)
Никитин Виктор Юрьевич (RU)
Фокин Юрий Михайлович (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России)",,Топология интегральной микросхемы 12-разрядного АЦП 1273ПВ20Т,нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630005
2015630006,20150114,2014630120,20141117,"Корнеев Сергей Викторович (RU)
Виноградов Роман Николаевич (RU)
Ксенофонтов Дмитрий Леонидович (RU)
Сурков Георгий Павлович (RU)
Дюканов Павел Алексеевич (RU)",5,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",нет,«Операционный усилитель с дифференциальными входами и выходами 1432УС3» (ИМС 1432УС3),нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630006
2015630007,20150114,2014630121,20141117,"Корнеев Сергей Викторович (RU)
Виноградов Роман Николаевич (RU)
Ксенофонтов Дмитрий Леонидович (RU)
Сурков Георгий Павлович (RU)
Дюканов Павел Алексеевич (RU)",5,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",нет,«Логарифмический детектирующий усилитель 1313УФ2» (ИМС 1313УФ2),нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630007
2015630008,20150116,2014630123,20141117,"Корнеев Сергей Викторович (RU)
Виноградов Роман Николаевич (RU)
Ксенофонтов Дмитрий Леонидович (RU)
Сурков Георгий Павлович (RU)
Дюканов Павел Алексеевич (RU)",5,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Операционный усилитель с дифференциальными входами и выходами 1432УС1» (ИМС 1432УС1),нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630008
2015630009,20150116,2014630122,20141117,"Корнеев Сергей Викторович (RU)
Виноградов Роман Николаевич (RU)
Ксенофонтов Дмитрий Леонидович (RU)
Сурков Георгий Павлович (RU)
Дюканов Павел Алексеевич (RU)",5,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Операционный усилитель с дифференциальными входами и выходами 1432УС2» (ИМС 1432УС2),нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630009
2015630010,20150126,2014630131,20141201,"Трасковский Владимир Алексеевич (BY)
Сакович Людмила Анатольевна (BY)
Трухан Юрий Анатольевич (BY)
Рукаль Олег Анатольевич (BY)",4,Открытое акционерное общество «ИНТЕГРАЛ» - управляющая компания холдинга «ИНТЕГРАЛ»,,"5559ИН73Т-Т Микросхема интерфейсного приемопередатчика манчестерского кода с пониженным напряжением питания, устойчивая к СВВФ",нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630010
2015630011,20150126,2014630132,20141201,"Вергейчик Александр Владимирович (BY)
Поправкин Игорь Иванович (BY)",2,Открытое акционерное общество «ИНТЕГРАЛ» - управляющая компания холдинга «ИНТЕГРАЛ»,,"1880ВЕ1У Микросхема микроконтроллера с АЦП, устойчивого к воздействию СВВФ",нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630011
2015630012,20150126,2014630129,20141201,"Рукаль Олег Анатольевич (BY)
Трасковский Владимир Алексеевич (BY)
Голуб Елена Степановна (BY)
Дрозд Сергей Евгеньевич (BY)",4,Открытое акционерное общество «ИНТЕГРАЛ» - управляющая компания холдинга «ИНТЕГРАЛ»,нет,"5559ИН20Т Микросхема интерфейсного приемопередатчика стандарта RS-485 с пониженным напряжением питания, устойчивая к СВВФ",нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630012
2015630013,20150126,2014630133,20141201,"Трасковский Владимир Алексеевич (BY)
Сакович Людмила Анатольевна (BY)
Трухан Юрий Анатольевич (BY)
Рукаль Олег Анатольевич (BY)",4,Открытое акционерное общество «ИНТЕГРАЛ» - управляющая компания холдинга «ИНТЕГРАЛ»,,"5559ИН74Т-В Микросхема интерфейсного приемопередатчика манчестерского кода с пониженным напряжением питания, устойчивая к СВВФ",нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630013
2015630014,20150126,2014630126,20141127,"Тимошенков Валерий Петрович (RU)
Горшкова Наталья Михайловна (RU)
Суханов Владимир Сергеевич (RU)
Ваньков Виктор Александрович (RU)",4,федеральное государственное бюджетное научное учреждение «Научно-производственный комплекс «Технологический центр» (RU),,СВЧ дифференциальный малошумящий усилитель для частотного диапазона 2-5 ГГц,-,,,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630014
2015630015,20150128,2014630127,20141201,"Трасковский Владимир Алексеевич (BY)
Сакович Людмила Анатольевна (BY)
Трухан Юрий Анатольевич (BY)
Рукаль Олег Анатольевич (BY)",4,Открытое акционерное общество «ИНТЕГРАЛ» - управляющая компания холдинга «ИНТЕГРАЛ»,,"5559ИН73Т-В Микросхема интерфейсного приемопередатчика манчестерского кода с пониженным напряжением питания, устойчивая к СВВФ",,,,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630015
2015630016,20150128,2014630128,20141201,"Трасковский Владимир Алексеевич (BY)
Сакович Людмила Анатольевна (BY)
Трухан Юрий Анатольевич (BY)
Рукаль Олег Анатольевич (BY)",4,Открытое акционерное общество «ИНТЕГРАЛ» - управляющая компания холдинга «ИНТЕГРАЛ»,,"5559ИН74Т-Т Микросхема интерфейсного приемопередатчика манчестерского кода с пониженным напряжением питания, устойчивая к СВВФ",,,,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630016
2015630017,20150128,2014630130,20141201,"Рукаль Олег Анатольевич (BY)
Трасковский Владимир Алексеевич (BY)
Голуб Елена Степановна (BY)
Дрозд Сергей Евгеньевич (BY)",4,Открытое акционерное общество «ИНТЕГРАЛ» - управляющая компания холдинга «ИНТЕГРАЛ»,нет,"5559ИН21Т Микросхема интерфейсного приемопередатчика стандарта RS-485 с пониженным напряжением питания, устойчивая к СВВФ",нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630017
2015630018,20150128,2014630134,20141202,"Хакуашев Павел Евгеньевич (RU)
Чинарева Инна Викторовна (RU)",2,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,Кристалл планарного лавинного фотодиода на основе гетероэпитаксиальной структуры InGaAs/InP,,,,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630018
2015630019,20150129,2014630137,20141204,"Тимошенков Валерий Петрович (RU)
Адамов Юрий Федорович (RU)
Горшкова Наталья Михайловна (RU)",3,федеральное государственное автономное образовательное учреждение высшего профессионального образования «Национальный исследовательский университет «МИЭТ»,plo@miee.ru,Двухканальный СВЧ малошумящий усилитель для частотного диапазона от 2 до 5ГГц,,,,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630019
2015630020,20150130,2014630143,20141209,"Дик Павел Аркадьевич (RU)
Кучерский Владимир Романович (RU)
Калинина Татьяна Митрофановна (RU)
Кравец Татьяна Дмитриевна (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Двухканальная интегральная микросхема управления ферритовыми фазовращателями»,нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630020
2015630021,20150130,2014630140,20141209,"Дик Павел Аркадьевич (RU)
Кучерский Владимир Романович (RU)
Калинина Татьяна Митрофановна (RU)
Кравец Татьяна Дмитриевна (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Четырехканальная интегральная микросхема управления полупроводниковыми фазовращателями на основе p-i-n диодов»,нет,,нет,,20150220,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630021
2015630022,20150205,2014630141,20141209,"Савченко Евгений Матвеевич (RU)
Корнеев Сергей Викторович (RU)
Виноградов Роман Николаевич (RU)
Ксенофонтов Дмитрий Леонидович (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Радиационно-стойкий операционный усилитель с токовой обратной связью с функцией «выключено»,,,,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630022
2015630023,20150205,2014630144,20141209,"Савченко Евгений Матвеевич (RU)
Корнеев Сергей Викторович (RU)
Виноградов Роман Николаевич (RU)
Ксенофонтов Дмитрий Леонидович (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Радиационно-стойкий операционный усилитель с обратной связью по напряжению»,,,,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630023
2015630024,20150205,2014630146,20141209,"Дик Павел Аркадьевич (RU)
Кучерский Владимир Романович (RU)
Калинина Татьяна Митрофановна (RU)
Кравец Татьяна Дмитриевна (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Интегральная микросхема драйвера управления»,,,,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630024
2015630025,20150206,2014630139,20141208,"Рудаков Григорий Владимирович (RU)
Крутиков Александр Владимирович (RU)",2,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",нет,СБИС базового матричного кристалла класса «система на кристалле» со встроенным процессорным ядром с повышенной стойкостью к специальным внешним воздействующим факторам,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630025
2015630026,20150206,2014630145,20141209,"Савченко Евгений Матвеевич (RU)
Корнеев Сергей Викторович (RU)
Виноградов Роман Николаевич (RU)
Ксенофонтов Дмитрий Леонидович (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Радиационно-стойкий операционный усилитель с токовой обратной связью»,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630026
2015630027,20150206,2014630142,20141210,"Горбачев Анатолий Петрович (RU)
Глазунов Вячеслав Валерьевич (RU)
Тарасенко Наталья Валентиновна (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Новосибирский государственный технический университет»,нет,Сверхвысокочастотный четырёхканальный делитель мощности,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630027
2015630028,20150211,2014630150,20141216,"Гардей Петр Вацлавович (BY)
Сиротин Игорь Русланович (BY)
Лабановская Ирина Валентиновна (BY)
Вайнилович Олег Семенович (BY)
Поправкина Галина Романовна (BY)
Луговой Алексей Сергеевич (BY)
Хохолко Светлана Степановна (BY)",7,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ»,,МКМС-3-640 Мультиплексор матричного микроболометрического приемника формата 640 х 480,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630028
2015630029,20150211,2014630149,20141216,"Гардей Петр Вацлавович (BY)
Сиротин Игорь Русланович (BY)
Лабановская Ирина Валентиновна (BY)
Вайнилович Олег Семенович (BY)
Поправкина Галина Романовна (BY)
Луговой Алексей Сергеевич (BY)",6,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ»,,640 Матричный кремниевый мультиплексор для охлаждаемых фотоприёмных устройств формата 640 х 512,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630029
2015630030,20150211,2014630148,20141216,"Гардей Петр Вацлавович (BY)
Сиротин Игорь Русланович (BY)
Лабановская Ирина Валентиновна (BY)
Вайнилович Олег Семенович (BY)
Поправкина Галина Романовна (BY)
Луговой Алексей Сергеевич (BY)",6,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ»,,ТМ 384 Матричный кремниевый мультиплексор для охлаждаемых фотоприёмных устройств формата 384 х 284,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630030
2015630031,20150211,2014630147,20141216,"Гардей Петр Вацлавович (BY)
Сиротин Игорь Русланович (BY)
Лабановская Ирина Валентиновна (BY)
Вайнилович Олег Семенович (BY)
Поправкина Галина Романовна (BY)
Луговой Алексей Сергеевич (BY)
Хохолко Светлана Степановна (BY)",7,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ»,,МКМС-3-160 Мультиплексор матричного микроболометрического приемника формата 160 х 120,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630031
2015630032,20150217,2014630151,20141223,"Потапов Андрей Леонидович (RU)
Глебова Светлана Александровна (RU)",2,Федеральное государственное унитарное предприятие «Российский федеральный ядерный центр - Всероссийский научно-исследовательский институт экспериментальной физики» (ФГУП «РФЯЦ-ВНИИЭФ») (RU),,"Статические оперативные запоминающие устройства 1620РУ6УНИ, 1620РУ6Н2НИ",нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630032
2015630033,20150224,2014630152,20141226,"Битюцких Сергей Владимирович (RU)
Борисов Юрий Николаевич (RU)
Горбунов Денис Евгеньевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,Топология интегральной микросхемы К1273ПА10Т,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630033
2015630034,20150226,2014630153,20141229,"Рыбаков Сергей Васильевич (RU)
Маслов Вячеслав Викторович (RU)
Потапов Андрей Леонидович (RU)",3,Федеральное государственное унитарное предприятие «Российский федеральный ядерный центр - Всероссийский научно-исследовательский институт экспериментальной физики» (ФГУП «РФЯЦ-ВНИИЭФ») (RU),,Масочное постоянное запоминающее устройство 1620РЕ1Н2НИ,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630034
2015630035,20150227,2014630154,20141231,"Полунин Владимир Святославович (RU)
Шараева Вера Петровна (RU)",2,Акционерное общество «Научно-исследовательский институт физических измерений» (RU),,Тензорезистивный датчик давления на основе тонкопленочной нано и микроэлектромеханической системы,нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630035
2015630036,20150227,2014630155,20141231,"Ильюшин Юрий Валерьевич (RU)
Первухин Дмитрий Анатольевич (RU)",2,Ильюшин Юрий Валерьевич,,БЛОК ПАРАЛЛЕЛЬНЫХ ВЫЧИСЛЕНИЙ,Россия,20141220,,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630036
2015630037,20150302,2014630104,20141024,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Першин Александр Дмитриевич (RU)
Пронин Андрей Анатольевич (RU)
Попов Михаил Сергеевич (RU)",5,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",,«Усилитель S-диапазона А4556»,,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630037
2015630038,20150302,2014630105,20141024,"Савченко Евгений Матвеевич (RU)
Ксенофонтов Дмитрий Леонидович (RU)
Першин Александр Дмитриевич (RU)
Корнеев Сергей Викторович (RU)
Виноградов Роман Николаевич (RU)
Будяков Алексей Сергеевич (RU)",6,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",нет,"«Логарифмический усилитель до 2,5 ГГц А4558»",нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630038
2015630039,20150302,2014630106,20141024,"Будяков Алексей Сергеевич (RU)
Кузьмин Антон Дмитриевич (RU)
Савченко Евгений Матвеевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации",нет,"«Генератор, управляемый напряжением Х-диапазона А4557»",нет,,нет,,20150320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630039
2015630040,20150310,2015630002,20150112,"Коннов Евгений Васильевич (BY)
Романчук Дмитрий Александрович (BY)
Яшкина Елена Владимировна (BY)",3,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ»,,"Аналогово-цифровой базовый матричный кристалл 1451БК2У, устойчивый к СВВФ",нет,,нет,,20150420,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630040
2015630041,20150311,2015630001,20150112,"Сафьянников Николай Михайлович (RU)
Миронов Сергей Эльмарович (RU)
Фролкин Анатолий Кузьмич (RU)",3,"Федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)» (СПбГЭТУ «ЛЭТИ»)",anfrolkin@gmail.com,Сумматор,,,,,20150420,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630041
2015630042,20150311,2015630003,20150112,"Лагунович Наталия Леонидовна (BY)
Стрельцова Валентина Николаевна (BY)
Гетьман Сергей Николаевич (BY)
Леонов Николай Иванович (BY)
Вайнилович Олег Семёнович (BY)",5,Открытое акционерное общество «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ»,нет,Схема стабилизации напряжения в составе интегральной микросхемы IZ9923 «высоковольтный LED драйвер»,нет,,Правообладатель не изменялся,,20150420,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630042
2015630043,20150313,2015630004,20150123,"Тимошенков Валерий Петрович (RU)
Тимошенков Сергей Петрович (RU)
Тимошенков Алексей Сергеевич (RU)
Анчутин Степан Александрович (RU)",4,"федеральное государственное автономное образовательное учреждение высшего профессионального образования «Национальный исследовательский университет «МИЭТ»
Общество с ограниченной ответственностью «Лаборатория Микроприборов»",plo@miee.ru,Интегральная схема цифровой обработки сигнала для микромеханического гироскопа,нет,,нет,,20150420,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630043
2015630044,20150316,2014630124,20141118,"Иванов Петр Григорьевич (RU)
Машинин Олег Всеволодович (RU)
Прапорщиков Виктор Валерьевич (RU)
Синицына Татьяна Викторовна (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)","т. 8-(495) 411-96-08; 411-96-09 121357, Россия, г. Москва а/я 45","Фильтр пьезоэлектрический ФП3П7-768-1, модификация РСИТ.433561.087 И",нет,,нет,,20150420,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630044
2015630045,20150316,2014630125,20141118,"Иванов Петр Григорьевич (RU)
Машинин Олег Всеволодович (RU)
Прапорщиков Виктор Валерьевич (RU)
Синицына Татьяна Викторовна (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)","т. 8-(495) 411-96-08; 411-96-09 121357, Россия, г. Москва а/я 45","Фильтр пьезоэлектрический ФП3П7-768-3, модификация РСИТ.433561.089 И",нет,,нет,,20150420,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630045
2015630046,20150318,2014630096,20141010,"Соколов Сергей Алексеевич (RU)
Морозов Сергей Алексеевич (RU)",2,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)",,Микросхема интегральная 1664РУ1Т. Кристалл (топология),-,,-,,20150420,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2015630046
